,Author Id,Number of Tweets Made
67241,#246520829,1389
101026,#63963244,1388
114773,#916642583207481344,1388
19675,#13043552,1388
6001,#1106696375809409024,1383
2179,#1040845817186156544,1381
63997,#2312989742,1380
12248,#1207023205,1379
56969,#186110526,1379
102348,#709642244836478976,1378
37720,#1471717461850398722,1377
87600,#392672921,1376
108997,#820857802910404608,1375
35659,#1455418067505217539,1375
37229,#1467110304819527682,1372
37772,#14721982,1372
17281,#1273183080962904064,1371
98802,#58746216,1371
15237,#1248402865883738114,1369
30963,#1421781373270978565,1369
15370,#1250096304157364231,1368
118147,#97601699,1367
84552,#35646964,1365
39520,#1483750440848478215,1365
101994,#704060492696805376,1363
12713,#1214275306703339520,1362
71713,#27202206,1361
9793,#1167235548315934720,1360
22057,#1334118275358179329,1360
23222,#1348502962050535428,1359
27522,#13929602,1359
83883,#34837879,1359
65442,#23743773,1359
107767,#798808875977711616,1358
10324,#1175908895237083136,1357
32260,#1430891265172807687,1355
630,#1011757666484379649,1355
89032,#410888355,1353
92005,#457194729,1353
74822,#28924565,1352
119265,#997073821,1352
72964,#279460163,1352
11499,#1194132488756453377,1351
69022,#256396226,1351
86887,#3844928000,1349
85157,#3631601775,1349
20780,#1319091067770163201,1349
74344,#2868449346,1348
80839,#324239421,1347
12889,#1216344570646032384,1343
109495,#828449816162111488,1341
5826,#1103876542327746565,1341
40290,#1488969372773203970,1339
89300,#4144872552,1338
43054,#1510027320639504384,1338
9752,#116671081,1334
16318,#1261456844578414593,1333
95229,#50878681,1333
14611,#1241226139806208001,1333
30981,#1421843257638592514,1332
57471,#1895756396,1331
26393,#1381532212017856513,1329
31269,#1423793492141113347,1329
100214,#618536860,1328
97903,#56733,1327
5558,#1099659121,1327
31911,#1428268388250394629,1323
38805,#1479560601043030019,1322
90279,#427931259,1322
111719,#864487046,1322
33013,#143660720,1322
36675,#1462726662529839108,1321
102046,#704903653,1321
87568,#392412674,1321
117449,#963289553682317313,1321
17311,#127374370,1320
65763,#238856888,1318
113720,#898860799602475008,1317
10039,#1171030365697216512,1317
110303,#840471846,1316
89328,#41478340,1316
116790,#951711692487995392,1316
35841,#1456555696783122434,1314
51387,#1585247834206457856,1312
15314,#1249497357944672257,1312
3740,#1069697016,1310
87021,#38630406,1306
16716,#1266124114068008960,1305
58245,#1943195658,1305
54808,#1695767474,1305
36195,#1459051209440911364,1300
118525,#982948306287390720,1300
54290,#1666994720,1300
34411,#1446289968804945922,1298
70523,#26454420,1298
112016,#869391025,1297
56745,#184646091,1296
24223,#1358676440187764737,1296
1093,#1019931032,1296
6117,#1108510854465482752,1295
39474,#1483452120330571783,1295
117660,#967319587,1295
39453,#1483300075858440199,1293
117601,#966131128175280128,1293
108396,#810240828140421120,1293
43822,#1515593559193407488,1292
11089,#1188267528,1291
96960,#549079530,1290
58442,#1955744772,1290
108329,#808745240089808896,1290
101946,#70344806,1289
10888,#1184985812795973633,1289
117694,#967854223328100352,1288
16511,#1263616791193899008,1288
39847,#1486242313123024902,1287
96743,#544311357,1286
53931,#1648991198,1285
94332,#490112009,1285
82017,#3309752983,1281
3847,#1070903813769388032,1280
38816,#1479597657987239938,1280
67765,#249174105,1279
70988,#267667365,1279
28563,#1403043279503908869,1278
8194,#1142594352968896514,1278
98291,#576150888,1277
13385,#1223510399573581825,1277
57506,#1897364064,1277
7382,#1129654086859517952,1276
106035,#76902111,1276
98708,#58553219,1273
13060,#1219018071207116801,1273
118314,#978927105122623488,1272
72400,#2762475846,1270
87538,#392007206,1269
48226,#15526701,1268
49593,#1566936400213159936,1267
12166,#1205865905474768897,1266
36790,#1463689215774904320,1265
118449,#981442297,1265
69261,#2575925628,1264
3537,#1066309263755141120,1264
93793,#4831393702,1264
35533,#1454451768973213699,1263
4121,#107512714,1263
113877,#901273966706212864,1261
12534,#1211985166886817796,1261
48109,#1551647395,1261
49765,#156880579,1260
40745,#1492361590976704512,1259
28879,#1406200971496067073,1258
30399,#1417863621439197189,1258
56103,#17887403,1258
66600,#24299661,1257
107597,#79592971,1257
39254,#1482149162506678274,1257
42688,#1506779104586383363,1254
16558,#126422274,1254
114572,#912977199354888193,1252
104229,#739737517772017664,1251
74947,#289758784,1249
36935,#1464736213693308931,1248
16847,#1267498536536428544,1248
20015,#1308882920388481024,1248
3396,#1063169273877606400,1247
108874,#81915976,1246
3684,#1068743373761048576,1244
7251,#1127710287065305088,1244
92293,#4620033979,1244
114565,#912873253072277504,1243
84527,#35624175,1242
44837,#15219932,1240
79960,#3185085061,1240
70289,#26244407,1240
47932,#1549959211081093120,1239
60870,#2164427976,1237
66749,#2437156333,1237
55342,#17285408,1237
103090,#721373821,1237
838,#1015706575,1236
22327,#1337638121064656896,1235
119217,#996231078649057280,1235
96177,#531149538,1234
45155,#1524624906,1233
56781,#1849914781,1233
13322,#1222717218061869056,1232
99671,#606808316,1232
91750,#453290161,1232
98539,#581795282,1231
28748,#1405019626707185668,1231
79154,#313130822,1230
8470,#114672536,1230
24681,#1363310355686907907,1230
108490,#812474688,1227
9160,#1157253656657272832,1227
8521,#114762153,1226
2314,#1043054501035307008,1226
108306,#808383631567847424,1226
46139,#1533321866,1225
92493,#46534278,1223
97904,#56744735,1220
26700,#1384787834830163968,1220
55458,#17363170,1218
105091,#754112287896539137,1217
55443,#17355865,1217
41598,#149845386,1216
73001,#2797572830,1213
8501,#114735761,1213
107549,#795092255639932928,1213
11083,#1188133344,1212
53996,#1652439061,1212
17338,#1274133423901143040,1209
18342,#1287284811640406016,1209
17623,#1277905923789344768,1209
9244,#1158755742,1209
85149,#36303451,1206
91212,#44332184,1206
104964,#752013388281098240,1206
118544,#983504889325142016,1205
105936,#767477003704344576,1205
118497,#982248971962740737,1204
110165,#838341098762203137,1204
105707,#7636802,1203
86105,#375010253,1202
53247,#1612756302,1201
87401,#390562226,1198
18954,#1294992108844011520,1197
58444,#195614253,1197
3594,#1067100595,1196
87719,#3943833932,1195
110478,#843293362228621313,1193
55964,#177752908,1192
65625,#23816826,1192
109186,#82370334,1191
54891,#17023474,1190
71324,#269765480,1190
92889,#470964622,1190
100758,#63176056,1188
67130,#245937475,1186
113908,#901672404,1185
85706,#3701443213,1185
78103,#30644410,1184
110317,#840712984477413376,1184
29977,#1414773757051248644,1183
54112,#16579078,1182
84657,#357251581,1182
23099,#1347343141158801409,1179
88731,#406835617,1178
3518,#106584099,1177
104109,#73776528,1177
115318,#926344640831172608,1176
31625,#1426424819512315904,1175
118722,#986547616845447168,1174
35839,#1456548564939599887,1173
7000,#1123486179452706816,1172
54603,#16851670,1172
113289,#891494942245232646,1172
11776,#1198767503008137216,1172
100057,#6151232,1170
110952,#851425641148710912,1170
13833,#1230065395735744513,1169
102304,#70893969,1169
48959,#1560085200712765441,1169
89204,#4133007498,1168
10787,#1183358993881681920,1168
76610,#2979486932,1167
14350,#1238003429085044736,1166
63915,#2307739668,1165
19544,#1302491565336616968,1164
784,#101468275,1162
76793,#298991349,1162
101559,#68628704,1161
79292,#3141099031,1160
109979,#835731609546477568,1159
65345,#237102475,1159
15589,#1252495570951827458,1158
22529,#1340546275419164674,1158
55186,#17199335,1156
91585,#450112332,1156
7762,#1135452034675556352,1155
66388,#2418640615,1155
61395,#219125474,1154
73629,#28326278,1152
29405,#1410609232764837905,1149
26470,#1382336506707156995,1149
64339,#2328535387,1149
61765,#22121292,1148
38863,#1479813993770336261,1146
76476,#29710416,1145
75422,#291697791,1145
59468,#203590565,1145
1066,#1019513772245782530,1144
68459,#252986876,1142
78323,#3077196846,1142
79271,#3139696836,1142
44239,#1518720850606051328,1141
110975,#852003102,1140
77363,#30189717,1140
66206,#241002309,1140
15450,#1250853145,1138
88236,#400312531,1137
92232,#460949389,1137
78834,#310800311,1136
99048,#593486309,1136
65649,#2383141,1136
102112,#705956740668362752,1133
73693,#283483537,1132
22261,#1336617631651000324,1130
50018,#1571392668306898947,1129
1342,#1024636590990057474,1128
104926,#751310637066702848,1127
20630,#1317104874362785792,1126
31772,#1427385253081976862,1126
75231,#291066400,1125
117067,#956447082188959744,1125
66768,#2438375372,1125
55754,#17608713,1123
70870,#2668498357,1123
113737,#899114676209950720,1122
66584,#242936818,1121
83307,#34204774,1121
18842,#1293577801103073280,1121
27526,#1392994147888295937,1121
16186,#1259634034625273856,1120
35121,#1451512163374231554,1120
8508,#1147418918274789381,1119
93426,#47808312,1119
98136,#572684825,1119
37630,#1470784844,1118
63426,#228803776,1118
79453,#3152391714,1117
29417,#14107152,1116
107307,#791066611,1116
93520,#47906268,1115
92920,#4713932652,1115
22127,#1334968932784951296,1115
58892,#19806139,1114
42662,#150648581,1114
45106,#15242188,1113
77479,#3024455460,1113
88321,#401340107,1113
32271,#143103090,1113
56566,#183159390,1112
55905,#17720870,1112
102253,#708242700,1110
53229,#1612347600,1109
117365,#961723437579321344,1109
91755,#45334842,1108
20949,#1321069412191858688,1108
110962,#851637484299497473,1108
17272,#1273110943900348422,1108
24650,#1362891607,1106
86250,#376655082,1106
74807,#2891927251,1106
8851,#1152533314328117249,1105
118342,#979420224,1105
5217,#1093404526936129536,1104
112963,#886145210601754624,1104
80009,#3187483778,1104
76143,#295220513,1103
40757,#1492428501299118082,1102
59331,#20229531,1102
10645,#1181106328225247232,1101
59600,#20497175,1101
118741,#986923853841547264,1099
45619,#1528609505025531905,1099
103348,#72547133,1097
77586,#3031487640,1097
74101,#2855203795,1097
93228,#4755923592,1097
98148,#57306009,1095
55505,#17393169,1095
118099,#975329475205328901,1093
104437,#74295781,1091
42663,#150649205,1091
27812,#1395870088750792704,1091
29788,#1413385093012353024,1091
90258,#4275157694,1090
73456,#282420017,1087
4473,#1081285304,1087
113275,#891231435826143232,1087
12609,#121318665,1087
112635,#88006610,1087
69729,#2596255754,1086
57208,#18781441,1084
9512,#116285382,1084
90167,#42614726,1084
109607,#829957551227707393,1082
84574,#35664284,1082
19698,#1304655972233670657,1081
92774,#46954627,1080
95043,#504116184,1079
21027,#1321914715417661440,1079
44736,#1521418526762110976,1078
24899,#1365588812491972608,1078
94506,#4924535476,1078
39322,#1482533017696747520,1077
96902,#5479932,1077
108127,#804998511108321280,1077
118416,#980796004814405633,1076
71821,#272764044,1075
53579,#163048682,1073
91436,#447580238,1072
26038,#1377368941060759554,1072
42556,#1505455923346624512,1071
66637,#243191397,1071
16634,#1265263507139772416,1070
9603,#1164311976,1067
114130,#905387870348644352,1067
54304,#1667559984,1065
1679,#1031086363314012160,1065
23039,#1346827458947870720,1064
115197,#92419965,1063
48022,#1550872420805779457,1063
75902,#2940244262,1063
53950,#164984877,1062
28530,#1402781522059415553,1062
96488,#538901574,1060
66443,#2421826099,1060
64982,#235547362,1060
82913,#338211056,1059
76056,#2947113636,1058
69953,#260670885,1058
2876,#1053193746542555136,1058
22583,#1341208282950594561,1058
56124,#179061870,1057
86737,#382545687,1057
90282,#4280019374,1057
107218,#789764737760321536,1056
35375,#1453337619291537412,1055
112950,#885791394484191232,1055
24640,#1362692163230789637,1054
84526,#35621956,1053
73855,#28425776,1052
113495,#895337910395748353,1052
33726,#14414286,1051
45141,#1524524826236682240,1051
67213,#24640831,1050
107175,#788854948586921984,1048
70404,#2635205557,1048
43534,#1513592388669050880,1047
90009,#424063879,1046
9994,#1170284820406005760,1046
27200,#1389913567671975937,1045
92050,#457935001,1045
4263,#1077187563268407297,1045
1555,#1028938222036873218,1045
111687,#864024380791070721,1045
112519,#8779932,1044
55949,#177573387,1044
53962,#1650202562,1044
31050,#14223859,1043
2820,#1052387089,1042
87745,#3945974892,1042
81654,#328979027,1041
33775,#1441926276520943628,1041
58549,#19621616,1040
3564,#106666661,1040
70994,#2677261230,1039
48680,#1557232507472400387,1039
74039,#2852540670,1039
69358,#25799600,1039
100342,#621068028,1035
114121,#905265597180657664,1033
63102,#22736027,1032
12069,#1203801312,1032
9177,#1157586535039922177,1031
80182,#3197537372,1031
20749,#1318694962813308928,1030
15796,#1254906910756622336,1030
59943,#20888940,1030
35574,#1454795683119058954,1029
91023,#44021804,1028
117709,#968064506,1028
98607,#58355950,1028
90795,#436349870,1027
116345,#944278603503718400,1027
98322,#577027901,1026
85912,#372788804,1026
12953,#1217218134743977985,1026
2266,#1042284909887348736,1025
90270,#42772733,1022
23841,#1354977075820523520,1021
27758,#1395266192160350209,1021
966,#10178852,1020
94687,#49597318,1020
17306,#1273625683,1020
56149,#179254427,1019
118853,#9888672,1018
55721,#17587297,1018
27604,#139376739,1017
69395,#25810377,1017
115416,#927869714528735232,1016
9827,#1167693487870898177,1016
119260,#99698722,1014
99759,#609031253,1014
69150,#256953511,1014
52799,#160117596,1014
99720,#608125520,1014
59716,#206057032,1012
105490,#760001185,1012
51219,#1583373463405744128,1012
119102,#993733715883773954,1012
3247,#1060063613459685376,1011
91867,#45512834,1011
51825,#158910863,1010
88291,#401126669,1010
107911,#801270612182241280,1010
95364,#51263807,1009
66224,#24113,1007
60057,#210081530,1006
82530,#334363062,1006
75828,#2936137963,1005
47474,#154570594,1004
44952,#15228693,1004
82553,#334497247,1004
53890,#164649799,1003
209,#1003897547126001664,1003
93280,#4760209394,1003
93328,#4765864228,1003
66675,#243430755,1003
82440,#333354504,1002
96825,#54591857,1001
27145,#1389477638402580482,999
93226,#47557595,999
102713,#714950257856135168,998
340,#1006191138645032963,998
111004,#85243046,997
77112,#3006983611,997
83473,#343746229,997
114631,#914100783393652736,996
93877,#4841294706,995
72002,#273794755,995
117523,#964771884737810432,994
83022,#3389383993,994
63851,#23052065,994
10543,#1179271444427001856,994
10869,#1184711368546516992,994
57824,#1916853872,994
28276,#1400398247756107782,992
77481,#3024513774,992
67919,#25001846,992
75667,#292878093,992
73793,#2839532984,991
82123,#331474459,991
93395,#4775343494,991
14339,#1237845209867620355,990
104385,#742157373511368705,990
64620,#23401326,989
69000,#2562918697,989
75649,#2927839496,989
32338,#1431464595399475203,988
99738,#60866631,987
72060,#27403618,986
89234,#4135955298,985
107552,#79513318,985
34151,#144460950,984
101135,#64980891,984
893,#1016604071795384320,983
96568,#540600425,983
95206,#50840546,982
56282,#180591349,982
60966,#2169943778,981
35665,#1455462861753360385,980
106355,#77463219,980
98773,#587118793,979
64717,#2344901258,979
89518,#417047832,979
105297,#757264879,979
81511,#32838237,979
82314,#332507026,978
82176,#3317062795,978
73377,#281894344,978
24225,#1358692608969564161,978
117915,#971676735841345536,977
69135,#2568808532,976
114399,#90997862,976
65404,#2373074327,976
50259,#157358211,975
18685,#1291452961801900032,975
60682,#2154666607,975
69870,#26021546,975
2265,#1042272442603855872,973
105792,#765276677211623425,971
13693,#1228256587539599360,970
84165,#351539542,969
22934,#1346041125753131009,967
29518,#1411497614021783555,967
27392,#1391696742828019724,967
65170,#236328848,967
69134,#256877118,966
66077,#2402502044,966
97124,#552590408,965
101518,#68281930,964
8443,#1146384476,963
118579,#984021719374540801,963
97920,#567839526,963
35188,#1452042238767157251,962
60096,#210644860,962
67769,#2492242742,961
57670,#19060246,961
88121,#399227325,961
110411,#842258560499109888,961
65660,#2383546926,961
113173,#889709330,960
25456,#1371591649013288960,960
1733,#1032053013748359168,960
115499,#929251494,960
75771,#293369545,960
21424,#1326683403031339010,959
107627,#79636562,959
23763,#1354238864135606273,959
70014,#2610829508,959
104859,#75016278,958
7304,#1128467120004538368,958
63910,#2307583382,958
35776,#1456088096,957
12109,#1204602305464553472,957
103111,#721811923403018241,957
70141,#2616677238,956
54531,#168103994,956
33795,#1442063284975255556,956
91465,#448241928,955
113292,#891591850812882944,955
25408,#1371062581280960515,955
51124,#15821787,953
60118,#210779942,953
94953,#501545676,953
96650,#54213,952
62369,#2242449887,952
21245,#132453522,951
14908,#1244439598995869696,951
82870,#3379253654,951
108188,#806316382275047424,951
64786,#2348245646,950
83966,#349065597,949
89859,#42200648,948
81964,#330757315,948
39746,#1485412982645755905,948
10244,#1174544046,946
32377,#1431852232123699201,945
